id,y
1282,344.6
7787,264.2
3149,70.545
10115,243.7
6426,276.9
6144,274.8
2543,11.87
3883,41.615
1892,61.525
3653,345.5
1285,397.35
4141,1057.0
4583,9.7
7464,32.525
4948,44.725
9765,926.5
380,13.11
384,30.425
10339,159.2
9608,162.7
4521,37.35
6228,14.72
2175,86.125
7291,70.85
1570,65.42
8541,72.4
2915,33.695
7567,61.45
4374,39.445
1804,85.89
6121,74.75
5964,71.075
8640,96.85
7375,6.39
738,87.625
174,218.2
9699,9.74
7506,283.7
9185,56.85
8148,73.6
9375,45.05
9780,99.525
3844,63.675
6161,255.075
1824,1011.5
9822,105.125
397,95.325
4298,34.09
3090,68.825
9069,639.9
2838,28.06
6317,214.6
4936,56.85
4764,13.07
1831,185.5
6755,179.6
1281,110.45
10338,114.05
6396,94.375
3743,160.95
2252,111.6
3329,38.105
5490,51.52
3650,55.025
8475,20.48
9702,92.1
1257,205.6
9579,21.99
2980,60.15
7028,17.09
5279,85.875
4018,42.05
5118,157.3
5003,392.0
4635,8.44
7904,75.175
9556,105.625
10033,27.375
4107,272.5
1166,33.85
3964,185.6
